Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
BMW,488 GTB,1999,Europe,used,7.3,1266,184,2405,262,2.9,Electric,RWD,Automatic,12,118,436572,151462,Low,1,1,Low,5692,20000,12.98671088,11.92809665,
Lamborghini,488 GTB,1993,Asia,salvage,5.7,1100,672,1612,364,4.8,Petrol,RWD,DCT,13.6,385,20897,238298,Low,1,1,Low,12962,5000,9.94740874,12.38128147,
Porsche,M4 Competition,2011,USA,used,7.7,287,343,1829,232,5.7,Petrol,FWD,CVT,13.1,154,138178,165693,High,1,3,Medium,513,20000,11.83630523,12.01789799,
Ferrari,Corvette Z06,2006,Asia,salvage,7.9,940,1722,1677,214,3.5,Petrol,FWD,Manual,12.5,273,150081,53326,High,1,1,High,13830,1000,11.91893709,10.88419805,Track Edition
Ferrari,GT-R,2004,USA,new,1.6,1390,499,1278,150,4,Electric,FWD,Manual,8.9,265,262012,56665,High,4,1,Medium,6144,50,12.4761494,10.94492966,
Aston Martin,M4 Competition,1983,Asia,used,2.4,828,374,1647,330,6.9,Diesel,RWD,Automatic,12.7,372,187749,153111,High,2,2,Low,4467,5000,12.14286657,11.93892496,
Bugatti,488 GTB,2000,Europe,used,5.1,1396,1441,1605,323,5.8,Petrol,FWD,CVT,9.8,136,486371,135988,Low,3,2,High,8200,100000,13.09472904,11.82032928,
Chevrolet,Huracan,1997,Asia,used,7.7,295,1724,1266,399,4.2,Petrol,RWD,DCT,9,410,315488,115427,High,2,1,Low,7602,20000,12.6618791,11.65640224,Turbo
Lamborghini,720S,2018,Europe,used,8,163,290,2460,303,4.7,Diesel,RWD,CVT,14.6,424,427202,53536,Low,4,2,Low,12570,100000,12.96501459,10.88812828,Supercharged
McLaren,488 GTB,1994,USA,used,5.2,384,732,1670,375,5.1,Diesel,AWD,Automatic,6.5,141,280271,87876,High,2,2,High,13365,200,12.54351584,11.38369339,
Chevrolet,911 Turbo S,2017,USA,used,2.7,431,771,1994,279,4.5,Diesel,AWD,CVT,13.6,354,353870,235848,Low,2,2,Medium,11537,1000,12.77668772,12.37094705,
Aston Martin,Corvette Z06,2003,Europe,new,2.6,349,837,1951,177,4.1,Petrol,RWD,CVT,8.2,164,221945,115559,High,3,2,Medium,7818,1000,12.31018939,11.65754515,
Ferrari,Corvette Z06,1987,USA,new,6.5,1185,951,2316,233,3.8,Petrol,AWD,DCT,10.2,435,283388,26573,High,4,4,Medium,2739,20000,12.55457579,10.18768857,
McLaren,Corvette Z06,2007,Asia,new,5.4,1064,1507,2446,383,2.8,Electric,AWD,Manual,8.6,193,367146,114093,High,1,3,Low,14478,20000,12.81351759,11.64477795,
Ferrari,DBS,2000,Europe,salvage,5.1,638,938,1248,388,6.9,Electric,AWD,CVT,10,109,167645,125027,Medium,1,2,High,4212,5000,12.02960989,11.73629299,Sport
Lamborghini,DBS,1995,USA,salvage,4.6,1386,192,2041,304,2.5,Electric,AWD,CVT,13.2,279,32146,110168,Low,2,3,High,13114,20000,10.37807441,11.60977083,
Bugatti,Chiron,1995,Asia,new,6.2,1082,1203,2303,177,5,Electric,FWD,Manual,6.8,379,371107,106337,High,1,3,Medium,11701,5000,12.8242484,11.57437798,Track Edition
Chevrolet,Mustang GT,2014,Asia,new,7.1,344,574,2131,273,6.8,Electric,AWD,CVT,12.5,120,179829,183466,Medium,4,2,Medium,9298,20000,12.09976724,12.11979009,
Chevrolet,720S,1996,USA,salvage,3.5,1395,455,2346,180,3.9,Electric,RWD,CVT,9.5,279,147520,29958,Low,3,3,Low,2918,100000,11.90172582,10.30758506,RS
Porsche,M4 Competition,1988,USA,new,3,374,787,992,324,3.3,Petrol,AWD,CVT,14.3,178,206273,89950,High,4,4,High,13456,5000,12.23696066,11.40702036,
McLaren,GT-R,2014,Asia,new,5.9,149,1267,1040,284,6.8,Electric,AWD,Manual,10.5,232,42857,24947,High,1,3,Medium,3457,20000,10.6656476,10.12454894,Sport
BMW,488 GTB,2008,Europe,new,7.5,339,1598,1254,221,6,Petrol,FWD,Automatic,5.4,263,280514,51004,Medium,1,3,Low,2351,20000,12.54438248,10.83967895,
Aston Martin,Mustang GT,2018,USA,new,3.8,555,133,2446,373,5.3,Petrol,FWD,Manual,14.1,214,109268,74271,Low,3,3,Low,1438,100000,11.60156801,11.21548931,Sport
BMW,GT-R,1997,USA,used,3.3,1129,1559,1992,352,5.1,Diesel,FWD,Manual,14.2,377,47642,111316,Low,4,2,Medium,6648,5000,10.77149099,11.62013727,
Porsche,M4 Competition,1991,Europe,new,3,1110,146,1481,197,3.8,Petrol,AWD,Automatic,6.8,151,195387,131568,Medium,2,2,High,3006,1000,12.1827426,11.78728671,Nismo
Lamborghini,Mustang GT,1998,Europe,used,3.2,201,1193,1782,175,5.2,Petrol,RWD,DCT,14.7,183,483382,48186,High,2,4,Medium,12641,1000,13.08856458,10.78284455,
Aston Martin,GT-R,2001,USA,salvage,2.5,307,306,1023,332,5.6,Petrol,FWD,Manual,9.5,383,250448,235854,Low,4,3,Low,5084,1000,12.43101059,12.37097249,Supercharged
Bugatti,Huracan,1994,Europe,new,5.4,428,1200,2342,238,2.2,Diesel,AWD,CVT,14.1,386,229739,206877,Medium,4,2,Low,1556,5000,12.34470351,12.23988453,
BMW,DBS,1980,Asia,new,3.4,395,890,2446,284,2.6,Petrol,AWD,DCT,8.6,408,274684,210465,Medium,4,1,Low,11856,5000,12.52338027,12.2570794,
Bugatti,M4 Competition,1981,Asia,used,5.5,649,786,1502,361,3.6,Diesel,AWD,DCT,5.2,251,279073,124040,High,3,1,Medium,3385,200,12.53923226,11.72836744,
BMW,720S,1987,Asia,used,2.1,404,1109,2264,254,3.6,Electric,FWD,Automatic,13,353,326764,215355,Low,2,2,High,13818,20000,12.69699654,12.28004775,
Bugatti,911 Turbo S,2001,USA,new,2.3,1077,1177,1873,206,6.5,Petrol,AWD,DCT,13.9,400,100739,74187,Low,2,1,Medium,2301,100000,11.52029822,11.21435769,
BMW,Huracan,2004,Europe,new,5,182,657,1204,264,5.4,Electric,FWD,CVT,6.6,229,351374,6877,Medium,2,4,Medium,5868,5000,12.76960931,8.836083191,V-Spec
Bugatti,DBS,1981,Asia,new,4.9,941,1055,1702,335,3.9,Petrol,AWD,DCT,10.5,162,145081,66967,Low,2,2,Medium,2503,100000,11.88505438,11.11197017,
Porsche,Corvette Z06,1988,Europe,used,3.3,618,490,2080,371,6,Diesel,RWD,CVT,13.3,438,122544,220342,Low,3,3,Medium,5692,5000,11.71623359,12.3029407,Turbo
Nissan,DBS,1988,Asia,new,6.9,631,205,2011,269,3.6,Electric,RWD,Automatic,9.6,140,467786,137462,Medium,2,4,Low,8407,1000,13.05576834,11.83111007,
Aston Martin,Mustang GT,1992,Europe,new,2.8,436,279,2151,150,7,Petrol,AWD,DCT,12.9,188,38016,211996,Low,4,2,High,6625,100000,10.54578871,12.2643274,
McLaren,Chiron,1985,Asia,new,3.9,546,544,1836,231,5.9,Petrol,FWD,Manual,11.4,378,21338,107829,Low,2,4,Low,7801,100000,9.968291663,11.58831119,GT
Lamborghini,Huracan,2009,Asia,used,5.2,638,1249,1264,349,6,Diesel,AWD,Automatic,12.2,277,148888,188594,High,3,3,Low,10794,20000,11.91095634,12.14735714,V-Spec
Ford,Corvette Z06,1994,Asia,new,7.2,1050,1534,1891,178,3.3,Petrol,RWD,Automatic,14.2,429,69877,24056,Low,1,1,High,2932,100000,11.15450614,10.08818129,Sport
Ferrari,Mustang GT,1994,Asia,used,4.3,767,1655,1165,381,2.7,Electric,AWD,CVT,9.2,260,197985,171384,Low,3,3,Medium,6910,5000,12.1959516,12.05166777,Nismo
McLaren,M4 Competition,1986,Asia,new,4.2,795,394,983,299,3.9,Diesel,FWD,Automatic,12.7,142,115817,37141,Medium,2,3,Medium,3934,5000,11.65977527,10.52250368,Sport
Ferrari,720S,1990,Asia,new,5.3,135,1432,2135,373,3.7,Electric,FWD,Manual,12.1,154,459078,122338,Low,3,1,Medium,14212,100000,13.03697759,11.71455116,
Aston Martin,DBS,2019,Asia,used,3.6,551,377,2141,317,5.8,Electric,FWD,DCT,9.4,150,22585,154899,High,3,4,High,2348,1000,10.02508552,11.95053503,
McLaren,M4 Competition,2017,Asia,used,6.1,519,1082,1752,339,2.9,Petrol,FWD,DCT,8.8,264,341245,165156,Low,3,2,Medium,6895,100000,12.7403589,12.01465182,
Bugatti,Corvette Z06,2019,Asia,used,3.2,463,1363,1648,163,4.6,Petrol,RWD,DCT,13.8,162,178613,154751,Low,3,2,High,4250,1000,12.09298233,11.94957911,Turbo
Bugatti,Mustang GT,1981,Europe,used,6.9,467,1093,1050,397,5.1,Diesel,FWD,CVT,7,422,329962,225000,Medium,4,4,Medium,12419,20000,12.70673581,12.32386013,
Ford,Chiron,2018,Europe,new,3.3,977,646,1585,279,3.9,Diesel,FWD,Manual,8.2,348,296245,37170,Low,1,2,High,9256,100000,12.59894547,10.52328417,
Ferrari,DBS,1989,USA,used,8,1241,652,1039,312,3,Diesel,RWD,CVT,14.7,426,237431,78920,Low,3,2,Low,4686,100000,12.37763655,11.27620263,GT
Lamborghini,720S,2023,Asia,new,3.6,398,1202,954,220,6.5,Electric,FWD,DCT,7.8,206,207420,74100,Low,2,3,High,12252,100000,12.24250582,11.21318431,
Aston Martin,Chiron,1996,Europe,new,7.2,194,1503,2064,344,2.7,Electric,RWD,DCT,13.7,276,238226,156373,Low,4,3,High,9464,5000,12.38097928,11.96000585,GT
Bugatti,GT-R,1986,Europe,used,4.1,807,1737,973,274,3.5,Electric,FWD,Manual,8.7,228,430889,98737,Medium,1,4,Low,9049,20000,12.97360812,11.50022516,
Nissan,Mustang GT,2019,Europe,used,3.2,1217,232,2058,228,5.8,Electric,FWD,CVT,10.5,354,36865,42703,Low,4,1,High,6907,100000,10.515045,10.66204787,V-Spec
Porsche,M4 Competition,2018,Europe,used,3,1423,1419,1896,256,5,Petrol,FWD,Manual,9,292,402061,104257,High,3,1,High,4028,50,12.90436158,11.55462388,
Porsche,DBS,1983,Europe,used,7,786,376,1807,247,5.7,Diesel,FWD,DCT,7.2,193,294072,187453,Medium,2,3,Medium,10669,20000,12.59158331,12.14128876,
BMW,DBS,2014,Europe,salvage,3.6,910,448,1728,299,6,Petrol,AWD,Manual,11.9,195,438196,16123,High,2,1,High,9600,200,12.99042386,9.688064124,
Lamborghini,Corvette Z06,2015,USA,new,3.8,458,896,1541,167,6.5,Petrol,AWD,Manual,14.7,276,476636,193579,High,4,2,High,9718,5000,13.07451047,12.17344614,
Porsche,720S,2010,Europe,salvage,2.9,647,1378,1643,195,3.5,Electric,FWD,CVT,13.9,146,318613,83313,High,2,3,Medium,1550,200,12.67173562,11.33037188,RS
BMW,911 Turbo S,2004,USA,used,7.8,991,170,925,231,4.4,Diesel,FWD,CVT,14.9,226,337050,88924,High,2,1,Low,12837,5000,12.72798953,11.3955486,Nismo
Ferrari,GT-R,2020,USA,used,3.2,550,340,2411,340,5.4,Electric,FWD,Manual,11.9,365,449990,217082,Medium,1,1,Low,10584,20000,13.01698286,12.28803505,
Bugatti,Chiron,1992,Asia,used,3.2,1466,902,1334,272,6,Electric,AWD,Automatic,5.3,399,159980,178698,Low,2,2,High,9001,100000,11.98281034,12.09345811,GT
Bugatti,Huracan,1997,Asia,used,7.6,438,715,961,247,4.9,Diesel,FWD,Automatic,10.5,339,349537,84661,Low,2,3,Low,1392,20000,12.76436756,11.34642214,
Nissan,Huracan,2000,Asia,used,7.4,943,1373,2123,313,4.6,Diesel,RWD,CVT,11.2,399,137498,244406,Medium,4,1,Medium,9259,5000,11.83137192,12.40659015,
McLaren,DBS,1980,Europe,new,3.2,975,341,1389,195,5.5,Petrol,AWD,DCT,6.2,324,221861,112700,High,4,1,High,14983,5000,12.30981085,11.63249357,
Porsche,Corvette Z06,2015,Asia,salvage,7.1,1091,1062,1392,252,3.9,Electric,AWD,DCT,13.3,103,387104,170466,Low,4,1,High,14720,100000,12.86645125,12.04629701,
Ferrari,488 GTB,1987,Europe,new,3.2,1342,1197,1578,388,6.5,Electric,AWD,CVT,12.3,163,438075,52403,High,2,4,High,1127,1000,12.99014769,10.8667382,
Chevrolet,DBS,2000,Europe,new,2.1,850,1416,1367,379,3.1,Electric,FWD,CVT,9.5,409,337350,153210,High,4,2,Low,10349,20000,12.72887921,11.93957134,Nismo
Porsche,Huracan,2022,Asia,new,6.9,1195,317,2039,186,6.4,Diesel,RWD,Manual,7.9,335,134811,49173,High,2,4,Low,12747,200,11.81163649,10.80312031,
Lamborghini,Huracan,2000,Asia,new,6.5,719,247,2294,393,5.2,Electric,AWD,DCT,7.2,352,240356,229890,Low,1,1,Low,10277,100000,12.3898806,12.34536056,
McLaren,GT-R,2006,USA,new,3.5,449,1747,1550,167,5,Electric,RWD,Automatic,14.6,268,400305,76526,High,3,3,Low,12893,1000,12.89998453,11.2453989,V-Spec
Porsche,M4 Competition,1998,USA,new,2.2,1140,1152,2155,320,4.3,Electric,RWD,CVT,13,129,324659,64203,Medium,3,2,Low,11595,5000,12.69053376,11.06982079,
Ferrari,488 GTB,2002,Europe,new,2.9,574,1106,1347,253,2.8,Electric,RWD,CVT,11.9,170,389995,142333,High,3,3,Medium,1863,1000,12.87389176,11.86593169,Supercharged
Porsche,DBS,2022,Europe,new,6.5,415,346,2137,306,6.3,Petrol,FWD,DCT,14.5,329,343028,207680,Low,4,2,Medium,2830,100000,12.74557027,12.24375853,V-Spec
Lamborghini,GT-R,2014,Asia,new,7.8,300,677,1107,353,2.3,Diesel,FWD,DCT,7,449,370042,31477,Low,1,4,Low,6661,100000,12.82137449,10.35704417,
Chevrolet,Corvette Z06,2019,Asia,new,3.3,392,1277,1901,295,3.3,Petrol,FWD,Automatic,13.6,235,218969,30393,High,3,4,Medium,12175,5000,12.29669001,10.3220005,
Aston Martin,GT-R,2021,USA,salvage,6.8,1071,1159,2025,372,2.5,Diesel,AWD,CVT,10.8,184,292305,135850,High,2,1,Low,4567,50,12.58555648,11.81931398,Nismo
Ford,DBS,1984,Asia,new,3.1,271,334,909,292,2.5,Electric,AWD,Automatic,14.3,426,492744,47961,Low,1,4,High,12116,100000,13.10774708,10.77816431,
Chevrolet,Mustang GT,2020,Europe,new,5.9,1301,1255,2396,336,4,Diesel,RWD,Manual,11.6,296,290945,993,Low,4,4,Medium,11181,100000,12.58089296,6.901737207,Nismo
BMW,911 Turbo S,1987,Asia,new,2.1,757,974,2046,381,2.8,Petrol,AWD,Manual,12.4,259,492721,96828,High,3,3,High,12402,200,13.1077004,11.48070182,
Porsche,DBS,1990,USA,new,5.3,722,1300,1686,271,4.9,Electric,FWD,CVT,7.2,307,445633,210934,Medium,3,1,Low,14867,20000,13.00725327,12.25930531,
Bugatti,720S,1995,Europe,used,3.3,545,544,903,243,5.1,Petrol,FWD,Manual,8.4,139,341601,75100,Low,3,3,Medium,14330,100000,12.7414016,11.22658915,
Nissan,Huracan,2018,USA,new,7.5,154,1595,1366,249,6.4,Petrol,FWD,DCT,8,289,491284,198196,Medium,1,4,Medium,8066,20000,13.10477969,12.19701676,Sport
Bugatti,488 GTB,2003,USA,new,3.5,756,437,1158,177,3.5,Petrol,FWD,DCT,11.9,317,147949,63469,Medium,1,4,High,12609,20000,11.90462966,11.05832263,
Chevrolet,488 GTB,2000,Europe,new,4.2,223,479,1620,330,3.5,Diesel,RWD,DCT,9.1,254,178054,193184,High,2,1,Low,1942,5000,12.08984777,12.17140356,
Bugatti,M4 Competition,2002,USA,used,7,434,1519,1186,164,3.2,Petrol,AWD,Automatic,13.6,222,82784,188639,Medium,1,1,Medium,6823,20000,11.32400216,12.14759572,
Ferrari,911 Turbo S,2017,Asia,used,4.4,314,1055,930,277,5.9,Diesel,FWD,DCT,7.1,319,413341,217624,Low,1,3,Low,13542,100000,12.93203062,12.29052868,Supercharged
Bugatti,720S,1987,Asia,new,3.1,412,1077,1420,192,4.1,Petrol,RWD,Automatic,13,388,45307,80177,Low,2,4,Medium,3611,20000,10.7212389,11.29200444,
McLaren,Huracan,1986,USA,new,5.1,1308,1039,1615,182,4.8,Petrol,AWD,CVT,13.1,421,273288,47089,Medium,3,2,Medium,9938,20000,12.51828512,10.75981594,Track Edition
Aston Martin,488 GTB,1981,Asia,new,7,815,1021,1023,279,3.9,Diesel,RWD,CVT,11.3,204,186170,217390,High,3,3,Medium,14694,1000,12.13442089,12.28945285,
Porsche,720S,2009,USA,used,4.4,992,1439,1821,336,2.8,Diesel,FWD,DCT,6.5,178,65085,117369,Low,1,2,Medium,4586,100000,11.08346475,11.67308662,Sport
Bugatti,GT-R,1992,Asia,new,2.5,814,317,1029,157,2.5,Petrol,FWD,DCT,8.3,298,21621,212665,Low,2,3,Low,12325,5000,9.981466594,12.26747814,
Lamborghini,M4 Competition,2002,USA,new,4.1,795,1713,1645,261,6.3,Petrol,FWD,CVT,9,311,208747,148835,High,3,4,Low,9554,20000,12.24888306,11.91060031,Turbo
Aston Martin,DBS,2008,Asia,new,7.7,1167,517,1415,182,3.3,Electric,AWD,Automatic,9.7,112,162079,152129,Low,4,4,Low,5709,5000,11.99584532,11.9324907,Supercharged
Aston Martin,DBS,2017,Europe,new,2.1,1019,709,2403,312,6.7,Petrol,FWD,Automatic,12.4,384,262048,179918,High,4,3,High,12001,200,12.47628679,12.10026203,V-Spec
Bugatti,Mustang GT,2016,Europe,new,4.2,945,361,1673,295,6.7,Petrol,AWD,Automatic,8.4,423,213760,169228,Medium,2,3,Low,12985,20000,12.27261385,12.03900811,
Aston Martin,Huracan,1999,Asia,new,5.7,470,548,2465,239,4.4,Electric,RWD,Manual,5.2,237,475976,196521,Medium,2,2,Medium,14054,20000,13.07312481,12.18852966,
Nissan,720S,2012,USA,new,2.1,733,730,1850,389,6.8,Petrol,AWD,Manual,13.7,175,360984,18949,High,1,4,Medium,10126,1000,12.79659169,9.849559211,RS
Bugatti,Chiron,2008,Asia,new,3.8,863,125,976,298,2.1,Petrol,RWD,DCT,9.3,285,489360,116988,Low,4,1,High,11667,100000,13.10085574,11.66983519,
Ferrari,488 GTB,1994,USA,used,7.6,948,1461,2106,341,2.5,Diesel,AWD,DCT,7.8,313,27101,238676,Low,3,2,Medium,13999,5000,10.2073628,12.38286645,
Chevrolet,Corvette Z06,2002,Asia,new,1.8,1036,1355,1265,305,3.2,Diesel,FWD,CVT,13.2,285,157860,142889,High,2,1,High,1122,5000,11.96947018,11.86983038,
McLaren,Corvette Z06,2021,Asia,used,6.4,1261,1416,1191,361,3,Diesel,FWD,DCT,13.8,308,207311,2210,Medium,4,1,Low,12561,5000,12.24198018,7.701200181,
Ford,DBS,1982,Europe,used,7,1484,1227,2312,265,3.3,Petrol,RWD,CVT,12.3,169,242852,87276,Medium,3,3,High,6539,1000,12.4002116,11.37684225,RS
BMW,Chiron,2016,USA,used,3.4,669,829,1056,322,4.3,Diesel,AWD,Manual,8.5,144,320102,42065,High,4,3,Medium,6219,20000,12.6763981,10.64699509,Track Edition
Aston Martin,Corvette Z06,2008,USA,salvage,3,568,479,2023,169,2.3,Petrol,AWD,DCT,7.3,277,85363,94981,High,3,1,High,12489,200,11.35467975,11.46144268,Sport
Ferrari,911 Turbo S,2024,USA,new,7.5,1117,1524,1807,272,4.8,Electric,RWD,Automatic,12.1,275,55097,12877,High,4,2,Medium,7622,1000,10.9168687,9.463275708,
Porsche,911 Turbo S,1987,USA,new,6.5,795,1683,1817,281,3.5,Diesel,AWD,CVT,5.6,369,124752,125329,Medium,3,3,Low,12748,1000,11.73409106,11.73870554,RS
Porsche,Huracan,2001,USA,used,2.3,513,1284,1009,185,2.4,Electric,AWD,Automatic,8.9,271,365925,131219,Low,3,4,High,3064,5000,12.81018641,11.78463058,
BMW,Chiron,2008,Europe,used,3,711,1653,2193,395,5.8,Petrol,RWD,Manual,12.6,343,394361,162766,Medium,2,1,Low,887,1000,12.88502455,12.00007501,
McLaren,911 Turbo S,1981,Asia,used,5.6,289,1316,1037,247,5.3,Petrol,RWD,Automatic,10.9,255,364322,232884,Low,3,3,Medium,976,5000,12.80579612,12.35830005,Sport
Aston Martin,911 Turbo S,2020,USA,new,4.3,561,1163,1919,386,6,Electric,RWD,Automatic,12.3,288,355014,20076,Low,2,2,Medium,8828,20000,12.77991532,9.90733016,
Nissan,DBS,2024,USA,used,4.8,744,622,963,226,6.7,Electric,AWD,DCT,10.7,298,466029,71215,Medium,4,3,Medium,2154,5000,13.05200529,11.17347279,GT
BMW,Corvette Z06,1980,Asia,salvage,7.7,617,1709,1406,372,4.9,Electric,RWD,Automatic,7.4,174,436432,232602,High,1,1,Medium,7206,50,12.98639015,12.35708842,
McLaren,Huracan,2023,Europe,new,4.3,1342,346,1739,329,5.9,Electric,RWD,Automatic,9.8,132,279341,38871,Low,1,1,Medium,11225,20000,12.54019212,10.56802948,
Aston Martin,720S,1999,Europe,salvage,7.2,472,228,1914,275,3,Diesel,RWD,Manual,12.7,294,102451,179787,Low,4,3,Medium,1435,100000,11.53714968,12.09953366,Sport
Ferrari,GT-R,2000,Europe,new,5.8,1514,862,1876,188,4.1,Electric,RWD,Automatic,7.3,192,250841,239744,High,2,4,Low,8744,200,12.43257854,12.38733114,
Chevrolet,488 GTB,2016,Asia,new,2.4,238,1463,1688,220,4.7,Diesel,FWD,CVT,14.6,233,135115,197901,Medium,1,4,Low,3771,1000,11.81388895,12.19552724,V-Spec
Nissan,488 GTB,1987,Asia,new,6.4,978,1451,1249,358,4.7,Electric,FWD,Automatic,7,291,282280,73717,High,1,2,Low,13758,50,12.55065831,11.20800228,Turbo
Ford,M4 Competition,2006,Europe,new,4.9,430,930,1046,255,5.6,Electric,FWD,CVT,5.1,205,59614,246175,Low,3,4,Low,6613,1000,10.9956625,12.41380201,
Porsche,GT-R,2014,Europe,used,3,1521,1230,2258,289,6,Diesel,RWD,DCT,12.8,330,31769,203586,Low,2,2,High,4321,1000,10.36627773,12.22384871,
Lamborghini,GT-R,1985,Asia,used,3.5,1408,905,2455,398,5.3,Petrol,AWD,CVT,14.3,398,150493,68617,High,2,4,Medium,3411,5000,11.9216785,11.13631017,
Ferrari,488 GTB,2024,Europe,used,5.2,1469,347,2477,204,2.2,Petrol,FWD,CVT,7.5,127,158501,23961,Medium,3,4,High,13203,20000,11.97352249,10.08422452,
Porsche,488 GTB,2023,USA,new,5.5,834,971,1761,267,3.8,Petrol,RWD,DCT,6.6,413,433285,23774,Medium,4,1,High,8440,5000,12.9791533,10.07638989,
Bugatti,720S,1998,Asia,new,7.8,1224,1453,1306,243,4.9,Petrol,FWD,DCT,7.2,114,81544,232265,High,1,3,Medium,8211,5000,11.30891029,12.35563855,
Lamborghini,Chiron,1997,Europe,new,7.1,398,947,1243,325,4.5,Diesel,FWD,Manual,11.3,251,327498,75328,Low,3,1,Low,14968,20000,12.69924028,11.22962047,
Porsche,Chiron,1980,USA,salvage,2.9,1362,498,1551,247,2.2,Petrol,RWD,CVT,10.8,189,330079,143537,High,4,2,High,11219,20000,12.70709033,11.87435509,
McLaren,720S,2004,Asia,new,6.6,607,1726,2444,363,6.9,Diesel,RWD,DCT,11.2,289,441984,91312,High,4,4,Medium,2233,5000,12.99903122,11.42204844,
Nissan,Corvette Z06,2006,Asia,used,1.7,305,504,1604,362,6.8,Diesel,FWD,Automatic,5.1,292,258379,6687,Medium,2,3,Medium,2522,5000,12.46218665,8.808070155,Sport
Porsche,GT-R,1986,USA,new,2.4,368,232,1670,158,5.9,Diesel,RWD,Manual,6.6,125,42532,59218,High,4,2,High,8844,5000,10.65803552,10.98899772,
Ford,Mustang GT,2023,Asia,new,2.9,1022,1436,2059,289,2.3,Diesel,FWD,Automatic,7.4,209,141996,119360,Low,3,1,High,2913,5000,11.86356121,11.68990779,Track Edition
Chevrolet,GT-R,2021,Europe,new,5.4,739,1448,938,358,4.2,Diesel,FWD,Automatic,12,228,152471,134169,High,2,4,Low,577,200,11.93473625,11.80686293,
McLaren,M4 Competition,2008,Asia,new,2.8,988,410,2243,357,4,Electric,FWD,DCT,11.1,181,105646,68804,High,2,4,Medium,5219,1000,11.56785863,11.1390317,
Ferrari,488 GTB,2010,Europe,salvage,3.9,621,1248,1186,218,4.8,Diesel,FWD,Manual,11.2,308,482572,4837,High,1,3,Medium,14908,20000,13.08688748,8.484256691,
Ferrari,GT-R,2023,USA,used,3.2,228,410,1867,232,2.3,Petrol,AWD,Manual,10.7,145,317471,226368,Low,2,2,Low,14351,100000,12.6681449,12.32992169,Turbo
Ferrari,488 GTB,2022,USA,salvage,3.8,458,1620,2386,334,4.1,Diesel,AWD,DCT,12.4,100,178582,142813,High,4,3,High,997,200,12.09280876,11.86929836,
Ferrari,GT-R,2015,Asia,used,7.6,1479,1664,1790,177,5.8,Petrol,RWD,CVT,14.4,150,65985,247536,High,4,3,Medium,1099,200,11.09719788,12.41931534,
Chevrolet,M4 Competition,1998,USA,used,8,574,796,1561,166,7,Diesel,AWD,Manual,11.7,263,106199,104843,High,4,2,Low,9394,200,11.57307939,11.56022881,
Porsche,Corvette Z06,1985,USA,used,6,1127,179,2275,171,5,Petrol,AWD,Automatic,12.4,424,103144,56803,Medium,1,1,Medium,6588,1000,11.54389104,10.94736202,
Aston Martin,Mustang GT,2004,Asia,used,5.3,424,1455,1928,312,6.7,Diesel,RWD,CVT,11.1,424,61305,138903,High,3,2,Medium,535,20000,11.023633,11.84153833,
Porsche,911 Turbo S,2010,Europe,used,6.1,571,225,1135,262,7,Electric,FWD,Manual,13,421,266813,126774,Low,1,2,High,5850,100000,12.49430707,11.75016914,
Bugatti,720S,1988,Asia,new,6.5,924,742,1135,336,4.2,Petrol,AWD,Automatic,14.4,198,328023,153782,Low,3,3,Medium,11608,100000,12.70084206,11.9432978,GT
Nissan,720S,1999,Asia,new,6.3,1020,208,1868,356,5.3,Petrol,AWD,Manual,11.1,385,212635,212568,Medium,4,3,High,9444,20000,12.26733706,12.26702192,
Lamborghini,Mustang GT,1989,Europe,used,2.1,160,1411,1400,296,3.1,Diesel,AWD,Manual,6.8,357,77813,59655,High,3,2,Medium,989,5000,11.26207664,10.99635001,V-Spec
Aston Martin,GT-R,2016,Europe,new,3.6,1284,861,2028,388,4.4,Petrol,AWD,DCT,12.7,199,72120,73675,Low,4,2,Medium,14635,20000,11.18610054,11.20743238,Nismo
Aston Martin,911 Turbo S,2006,Europe,new,3.8,567,1726,2130,327,2.4,Diesel,FWD,DCT,11.5,124,494599,59068,High,4,1,Medium,13366,20000,13.11150463,10.98646153,Track Edition
Porsche,M4 Competition,1992,Asia,restored,4,1479,1262,1138,303,2.1,Electric,RWD,CVT,14.3,246,124771,43034,Medium,4,4,Low,1818,1000,11.73424335,10.66976902,
Aston Martin,Chiron,2020,Europe,new,3.8,1420,1019,1728,257,6.5,Electric,AWD,Manual,7.7,342,347292,222458,High,3,3,High,9624,20000,12.75792408,12.31249809,
BMW,GT-R,1981,USA,restored,6.6,415,564,951,209,6.3,Diesel,AWD,CVT,14.7,170,394574,507,Medium,2,2,Low,7709,20000,12.88556452,6.230481448,
BMW,Corvette Z06,2000,Europe,new,6.4,420,1572,1007,193,3.6,Diesel,AWD,Automatic,10.5,113,354107,194507,High,1,1,Medium,6295,20000,12.77735723,12.17822857,
Bugatti,488 GTB,2012,USA,used,1.6,497,1126,2280,333,4.3,Electric,AWD,DCT,14.6,388,422421,213694,Medium,4,3,High,7477,1000,12.95376009,12.27230504,
